product_name,description,image_link,price,rating,store_name
Samsung Galaxy M12 4/64GB Garansi Resmi - Hitam,Spesifikasi :,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2022/2/18/0035e496-e0ec-4230-8391-2a900529968e.jpg.webp,1853000.0,-1.0,N/A
Xiaomi Poco M3 Pro 5G 6/128GB 4/64GB Garansi Resmi 4 64 GB 6 128 GB - 4/64GB Yellow Non Bundle,Untuk Produk Xiaomi Vivo Realme Oppo kami repack semua yaa hanya untuk aktivasi selebihnya dijamin tidak ada yang ditukar/ganti,https://images.tokopedia.net/img/cache/500-square/hDjmkQ/2021/12/9/fccd1be6-d1df-482a-a02c-e70c9e8adaae.jpg.webp,2392000.0,-1.0,N/A
IPHONE 11 64GB GARANSI RESMI TAM / IBOX - Hitam,NOTE : GARANSI RESMI IBOX 1 TAHUN AKTIF BY TANGGAL KIRIM,https://images.tokopedia.net/img/cache/500-square/product-1/2020/6/12/25367788/25367788_d2d7cc9b-8702-4f57-8387-cc83d6fbfb82_1000_1000.webp,7370000.0,-1.0,N/A
Iphone 11 pro 64 Orginal Mulus Like New,Selamat datang di Asia ponsel88 !!!,https://images.tokopedia.net/img/cache/500-square/product-1/2020/7/10/1011561264/1011561264_835513f2-514c-4a71-8825-53f8b5ea25fa_720_720.jpg.webp,6795000.0,-1.0,N/A
Poco X3 GT 5G 8/256 GB Dimensity 1100 Garansi Resmi - Cloud White,Ready Poco X3 GT 8/256 GB,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/9/3/20264df9-116c-456f-a4a8-d34165f600a4.jpg.webp,4935000.0,-1.0,N/A
redmi note 10 pro 8/128 resmi,Ready stok ,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/8/23/a0a0b5ba-ead1-484d-b8d5-626b974bc8f5.jpg.webp,3480000.0,-1.0,N/A
XIAOMI REDMI NOTE 10 5G RAM 8/128 GB GARANSI RESMI - GREEN,XIAOMI REDMI 10 5G RAM 8/128GB GARANSI RESMI,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/8/28/987ec113-4f9b-4e0d-ba7a-b87856d49bfa.jpg.webp,2770000.0,-1.0,N/A
XIAOMI REDMI NOTE 3 /32GB GARANSI DISTRIBUTOR - 2/16gb gol grey,GSM / HSPA / LTE2G bandsGSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 23G bandsHSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - Global HSDPA 850 / 900 / 1900 / 2100 - Special edition (Taiwan)4G bands1 3 5 7 8 38 39 40 41 - Global 1 2 3 4 5 7 8 20 28 40 - Special edition (Taiwan)SpeedHSPA 42.2/5.76 Mbps LTE-A Cat6 300/50 MbpsLAUNCHAnnounced2016 January 14. Released 2016 March 03StatusDiscontinuedBODYDimensions150 x 76 x 8.7 mm (5.91 x 2.99 x 0.34 in)Weight164 g (5.78 oz)BuildGlass front aluminum back aluminum frameSIMHybrid Dual SIM (Micro-SIM/Nano-SIM dual stand-by)DISPLAYTypeIPS LCDSize5.5 inches 82.6 cm2 (~72.4% screen-to-body ratio)Resolution1080 x 1920 pixels 16:9 ratio (~403 ppi density)PLATFORMOSAndroid 5.1.1 (Lollipop) upgradable to 6.0.1 (Mediatek 650CPUHexa-core (4x1.4 GHz Cortex-A53 & 2x1.8 GHz Cortex-A72)GPUAdreno 510 MEMORYCard slotmicroSDXC (uses shared SIM slot)Internal16GB 2GB RAM (Standard version) 32GB 3GB RAM (High/Special version) eMMC 4.5MAIN CAMERASingle16 MP f/2.0 PDAFFeaturesDual-LED dual-tone flash HDR panoramaVideo1080p@30fpsSELFIE CAMERASingle5 MP f/2.0Video1080p@30fpsSOUNDLoudspeakerYes3.5mm jackYes 24-bit/192kHz audio COMMSWLANWi-Fi 802.11 a/b/g/n/ac dual-band Wi-Fi Direct hotspotBluetooth4.1 A2DP LEGPSYes with A-GPS GLONASS BDSNFCNoInfrared portYesRadioStereo FM radio recordingUSBmicroUSB 2.0 USB On-The-GoFEATURESSensorsFingerprint (rear-mounted) accelerometer gyro proximity compassBATTERYTypeLi-Po 4050 mAh non-removableChargingCharging 10WMISCColorsSilver Gray GoldModels2015116 2015161SAR0.49 W/kg (head)0.50 W/kg (body)SAR EU0.56 W/kg (head)PriceAbout 160 EURTESTSPerformanceBasemark OS II 2.0: 1426 Basemark X: 14717DisplayContrast ratio: 953:1 (nominal) 2.249 (sunlight)CameraPhoto / VideoLoudspeakerVoice 66dB / Noise 66dB / Ring 75dBAudio qualityNoise -96.0dB / Crosstalk -95.6dBBattery lifeEndurance rating 93h,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/5/21/18114276-234a-4555-82c6-103568a41214.jpg.webp,628000.0,-1.0,N/A
iPhone 11 (64GB/128GB/256GB) - 64 gb,Ukuran layar: 6.1 inci 828 x 1792 pixels Liquid Retina IPS LCD capacitive touchscreen 16M colors,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/9/15/647a6d9e-d558-4624-8a07-28e9d1f9dbc2.jpg.webp,7499000.0,-1.0,N/A
IPhone XR 64 GB - FULLSET - 64GB - APPLE - COD Surabaya - SHADOW TIPIS,,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/6/5/bcdc3db4-0cfe-4225-9eb6-e4e612486a41.jpg.webp,3650000.0,-1.0,N/A
IPHONE XS 64GB / 256GB SECOND ORIGINAL FULLSET - GREY 256 gb,Iphone xs,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/6/18/78709417-075a-4c7a-a81f-02a9595635d7.jpg.webp,4600000.0,-1.0,N/A
Apple iPhone 11 256GB/128GB/64GB SECOND Original 100% Mulus Fullset - Hitam 64 gb,jaringan aman 100%,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/10/5/efd52c46-2c99-4f4b-8815-cdb88497c415.jpg.webp,5500000.0,-1.0,N/A
Infinix Note 10 Pro 6/64 GB Garansi Resmi - Ungu,Ready Stok *16 Maret 2022,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2022/2/12/a65466ca-3ecf-4159-a189-8fcf99019970.jpg.webp,2137000.0,-1.0,N/A
Iphone x 64gbGB fullset second original mulus - BLACK 64GB,jaringan aman 100%,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2022/5/18/1b5a6c3b-c819-4079-95d3-4533359a46cc.png.webp,3495000.0,-1.0,N/A
iPhone Xs 256gb 256 second original kondisi perfect bergaransi - Silver,KENAPA HARUS BELI SAMA TARAPHONE?,https://images.tokopedia.net/img/cache/500-square/attachment/2019/6/21/156108965550450/156108965550450_32be7096-1e00-4afc-b267-da21f3ec0de6.png.webp,5180000.0,-1.0,N/A
New SAMSUNG GALAXY A12 128GB 128 GARANSI RESMI SAMSUNG INDONESIA SEIN - Redmi 10c 4/128,New SAMSUNG GALAXY A12 128GB 128 GARANSI RESMI SAMSUNG INDONESIA SEIN,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2020/12/31/c00bebd2-f12a-4bdc-953b-f50a08761520.jpg.webp,2010000.0,-1.0,N/A
Infinix Note 10 4/64 RAM 4GB ROM 64GB GARANSI RESMI - BLACK,100% Garansi resmi infinix (jangan ditanya lagi garansi apa),https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/7/29/cb196c61-0deb-48fe-b297-009b09bbc63a.jpg.webp,1849000.0,-1.0,N/A
iPhone XR 128GB Second Original Apple FULLSET - Coral,DIBACA DAHULU YA GAN SEBELUM MEMBELI ^_^,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2022/1/27/9e0035c5-9667-457f-804e-c7ddb1d3d75c.png.webp,4369000.0,-1.0,N/A
Samsung Galaxy A32 8/128 GB Garansi Resmi - Hitam,,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/6/6/7f7a4934-ea6e-4909-9850-b655fc484d6e.jpg.webp,3359000.0,-1.0,N/A
iPhone XR 256GB 128GB 64GB Garansi Resmi TAM IBOX - Black White Red - 128GB INTER White,Aksesoris :,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/6/17/6e49f17e-31ba-43a1-b504-8e432bae221d.jpg.webp,8545000.0,-1.0,N/A
iPhone 11 64GB - Garansi Resmi TAM - Putih,New Segel GreenPeel iphone 11 64GB - Garansi Resmi TAM 1 Tahun ,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/2/16/ce24b731-7ccb-4d46-85f1-df9cbd6ebe95.jpg.webp,7480000.0,-1.0,N/A
SAMSUNG GALAXY s20 FE Fan Edition / S20fe - 256GB BNIB Original - SEIN 256gb,kedaftar kementrian,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/9/4/df3cd2b4-d0ec-495f-a450-028bec8f3fce.jpg.webp,5990000.0,-1.0,N/A
IPHONE XR 64GB - FULLSET 64 gb,Apple iphone Xr 64GB.,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2022/6/11/bc28f6ad-83ac-4d03-9e30-81134d3dfcd0.jpg.webp,3850000.0,-1.0,N/A
REDMI 9A RAM 3/32 BARU GARANSI RESMI,=Disarankan Pembelian Centang √ Asuransi Ya Untuk kenyamanan bersama=,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/8/30/bd02cdc4-5a0c-489a-b4a6-0a1d3d8ba877.jpg.webp,1330000.0,-1.0,N/A
iPhone 11 Pro Max SECOND - Space Gray 64 gb,SELAMAT DATANG DI VICTORIA MOBILE,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/8/27/d024f95e-8dc3-4421-b788-3f9221f3df5b.jpg.webp,8250000.0,-1.0,N/A
Evercoss M6A 4/32 GB Garansi Resmi - 3/16GB,- Garansi tukar 2x24 jam (video unboxing lengkap),https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/4/15/81d154b8-4e53-4470-b9b6-f495a8046ef0.jpg.webp,888000.0,-1.0,N/A
Iphone 11 64 GB Mulus Like New Gojek/Grab,Selamat datang di Asia ponsel88 !!!,https://images.tokopedia.net/img/cache/500-square/attachment/2019/10/4/15701736999566/15701736999566_ffc136e7-c9db-47d9-8470-e3f2a114abd4.png.webp,5500000.0,-1.0,N/A
iPhone 11 64gb 64 second original kondisi Like new - Putih,KENAPA HARUS BELI SAMA TARAPHONE?,https://images.tokopedia.net/img/cache/500-square/attachment/2019/12/14/157630285259862/157630285259862_12c20caf-9e45-4bd8-ae89-d291b690d53f.png.webp,5880000.0,-1.0,N/A
XIAOMI REDMI MI 11 LITE RAM 8 128 RAM 6 128 RAM 6 64 GARANSI RESMI - RAM 8 128,HARAP DIBACA SEBELUM MEMBELI :,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/7/9/c4ce89b1-e30a-4d04-8929-4143568af9fa.jpg.webp,4999000.0,-1.0,N/A
SAMSUNG J3 PRO RAM 2/16 RESMI - NON GIFT GOLD,HI selamat datang di toko kami :) ,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2020/11/9/ef3def46-922b-49f2-bda6-515dfc6d160e.jpg.webp,1289000.0,-1.0,N/A
APPLE IPHONE XR 64GB ORIGINAL FULLSET GARANSI 1 TAHUN ALL OPERATOR - Putih,Apple iPhone XR 64GB ,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/3/19/d1ea2ca5-3b2a-4870-9daa-0395dd5937d7.jpg.webp,4320000.0,-1.0,N/A
Iphone 11 128GB 128 GB Garansi Resmi TAM Ibox 1 Tahun - INTER,KENAPA HARUS BELI SAMA Choco Apple?,https://images.tokopedia.net/img/cache/500-square/product-1/2020/2/5/5138814/5138814_41ebf035-7248-4ff5-b17b-362d63c554de_700_700.webp,8775000.0,-1.0,N/A
Second iPhone 11 128 GB Garansi 1 bulan - All operator - Hitam,Deskripsi produk,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/11/13/a095f9c6-7e3d-46fb-a37b-e7a50abbdea1.png.webp,6295000.0,-1.0,N/A
iPhone 7 128GB second original bergaransi - Blackmatte,KENAPA HARUS BELI SAMA TARAPHONE?,https://images.tokopedia.net/img/cache/500-square/product-1/2018/2/23/169423917/169423917_a6576c4d-8ae5-4683-b745-898c8888c42a_2048_2730.webp,2350000.0,-1.0,N/A
IPHONE 11 64 GB ORIGINAL APPLE GARANSI RESMI AKTIF FULLSET,---DESKRIPSI IPHONE 11 64 GB SECOND ORIGINAL---,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/1/14/e153b9f5-92d2-4f81-bc25-d0ee9c602059.png.webp,5700000.0,-1.0,N/A
VIVO Y67 4/32 GARANSI 1 TAHUN!!! - ROSE 4/32,VIVO Y67 4/32 GARANSI 1 TAHUN!!!,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/10/9/c8068dad-c757-4f87-92e9-10e23af85c66.jpg.webp,670000.0,-1.0,N/A
Poco X3 NFC Garansi Resmi - 6/64,Ready Stock Grey*02 Desember 2020,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/1/27/84d72c7a-2e62-4176-9faf-b07a9c8fc8b8.jpg.webp,4000000.0,-1.0,N/A
Iphone 11 64GB Second Original Fullset 100% ORIGINAL - Kuning,DIBACA DAHULU YA GAN SEBELUM MEMBELI,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2022/1/27/08972140-acbe-4fdb-a650-c19f428d8281.png.webp,5484000.0,-1.0,N/A
REDMI 9C GARANSI RESMI 3/32 - RANDOM,Barang ORI garansi ,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/10/8/80bebd03-6ffb-46fe-8696-34aee8fbf0b9.jpg.webp,1380999.0,-1.0,N/A
Redmi Note 10 5G 8/128 Garansi Resmi - 8/128,Selamat datang di infosel semarang online  melayani Jual - beli Handphone Baru / bekas,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/7/28/0c2157a0-7048-4911-a5b4-d5ce211312d2.jpg.webp,2799000.0,-1.0,N/A
Iphone 11 128gb Bekas Fullset - RED,Jaringan Bisa All Operator Indonesia,https://images.tokopedia.net/img/cache/500-square/attachment/2020/2/27/158278145724777/158278145724777_d1f7fd0a-ad81-4542-9be1-bd9817ab9910.png.webp,6300000.0,-1.0,N/A
OPPO RENO 4F - RAM 8/128 - UNIT ONLY - SECOND,Selamat Datang di DUTA GROSIR ELEKTRONIK,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/4/4/66a2abff-b320-4a57-8d49-f2ad9fde1aad.jpg.webp,2350000.0,-1.0,N/A
Samsung Galaxy Z Flip 3 5G Garansi resmi - 8/128 GB cream,- Processor : Snapdragon 888,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/9/5/b10191e7-cab7-491b-b8b7-3a8b1ebf8a4e.jpg.webp,1.2999E7,-1.0,N/A
(IBOX) iPhone 11 PRO 64GB 256GB 512GB Garansi Resmi TAM 64 256 512 - 11 PRO 64GB Gold,PASTI READY - ORIGINAL - BRAND NEW,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2022/2/25/6fb37773-1219-4a6d-ac1e-17447fe809bd.jpg.webp,1.249E7,-1.0,N/A
Xiaomi Redmi 9C 3/32 - Orange,selama iklan tayang dipastikan stok aman,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2020/9/17/352b42fe-3451-44a7-858b-2e47b7660300.jpg.webp,1425000.0,-1.0,N/A
New Iphone x 256 GB Silver Black - Hitam,- IMEI AMAN SUDAH TERDAFTAR DI KEMENPERIN ,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/5/11/530dd0df-9755-4816-ab2b-678bbe407c43.jpg.webp,5480000.0,-1.0,N/A
oppo A15 ram 3/32GB new resmi 1 tahun garansi - 2/32GB HITAM,oppo A15 ram 3/32 produk baru silahkan diorder kak garansi resmi 1 tahun,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2022/3/3/8f6667c3-cf99-479e-9610-173428f0ec3d.jpg.webp,1549000.0,-1.0,N/A
EVERCOSS S45 XTREAM 1 RAM 1GB ROM 8GB Garansi resmi - Hitam,100% Garansi Resmi 1 Tahun,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/10/29/e21c3f2b-4554-49f7-92d7-0f7dd6e567f1.png.webp,475000.0,-1.0,N/A
MAXTRON S11 GALAXY 4G 4/32 GB 100% ORIGINAL GARANSI RESMI MAXTRON 1 TH - Hijau,Spesifikasi :,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/3/9/60ad60ca-3264-4fd8-83ec-f8fedc62f285.jpg.webp,923000.0,-1.0,N/A
OPPO RENO 4F RAM 8/128 GARANSI RESMI OPPO INDONESIA - Demo Tanpa Dus,OPPO RENO4 F RAM 8GB ROM 128 GB,https://images.tokopedia.net/img/cache/500-square/product-1/2020/10/16/1251891199/1251891199_c9ddfd89-6d88-4749-99fd-389b76892dbf_1280_1280.jpg.webp,2839000.0,-1.0,N/A
Xiaomi Poco M3 Pro 5G 6GB/128GB - 4GB/64GB Garansi Resmi Xiaomi - Kuning 4/64GB,NETWORK Technology ,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/9/20/9367d57b-9847-4622-af3e-c9a65eb1a898.jpg.webp,2449000.0,-1.0,N/A
Apple iPhone 8 64gb Second mulus ex internasionalfullset,DIBACA DAHULU YA GAN SEBELUM MEMBELI ^_^,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/10/29/4814a2be-852d-47f0-8241-d9e8199f5496.png.webp,2615000.0,-1.0,N/A
VIVO V21 - 8GB 128GB 8/128 - SNAPDRAGON 720G - GARANSI RESMI - Roman Black,VIVO V21 8/128GB,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/6/29/8551edd3-7c39-4806-8a03-6f6181017b28.jpg.webp,3599900.0,-1.0,N/A
Realme C11 [2021] 2/32GB - Garansi Resmi Realme Indonesia - Iron Grey,5000mAh Massive Battery,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/8/15/9702b788-6525-4fa3-81ac-00c1d0a1bbad.png.webp,1218000.0,-1.0,N/A
(RESMI) iPhone 12 256GB 128GB 64GB Signal Aktif Greenpeel - Single 64gb Blue,RESMI (Barang dari luar negri signal sudah diaktifkan),https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/5/19/56862b0a-55f9-4ca2-90cb-b6b04bd18cef.jpg.webp,9480000.0,-1.0,N/A
IPHONE 8 64GB - Batanggan 64 gb,IPHONE 8 ,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2022/6/14/d4b54520-8242-4128-8922-590d6bfc1f0c.jpg.webp,2500000.0,-1.0,N/A
REALME C25S RAM 4/128 GB | C25S 4/128 | C25S 4/64 GARANSI RESMI REALME - demo tanpa dus,NEW ARRIVAL ,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/10/11/f188ed1a-7544-45fd-adc1-be06c5db755a.jpg.webp,1719900.0,-1.0,N/A
Samsung A21s 6/128GB Ex Sein,Ready!!! Samsung A21s Ex SEIN Original Mulus Fullset original ,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/5/19/780cb768-3ccb-41fd-b335-7230d11dda6c.jpg.webp,2099000.0,-1.0,N/A
oppo a54 6/128 garansi resmi - Biru,SALE !!!,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/8/19/eb913a48-ca0e-44d5-9a2e-65a823649c10.jpg.webp,2650000.0,-1.0,N/A
ADVAN G9 PERFECTO RAM 4 32 GARANSI RESMI - NONGIFT,HARAP DIBACA SEBELUM MEMBELI :,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/9/11/a9e9756a-12e3-4f7a-934c-990b0c101b2e.jpg.webp,1259000.0,-1.0,N/A
HP PRIME PERFECTO - 4G LTE - RAM 3GB ROM 32GB - ANDROID FLIP PHONE,PERTAMA DI INDONESIA...,https://images.tokopedia.net/img/cache/500-square/product-1/2019/2/23/375099072/375099072_0cd53b73-45ba-49cb-b084-344dbf5323db_900_900.jpg.webp,1999000.0,-1.0,N/A
OPPO A31 2020 RAM 6/128 GB GARANSI RESMI OPPO INDONESIA - Demo Tanpa Dus,NEW ARIVAL OPPO A31 2020 RAM 6/128 GB GARANSI RESMI OPPO INDONESIA,https://images.tokopedia.net/img/cache/500-square/product-1/2020/3/26/1478616/1478616_15d95d4d-3430-4b40-a485-d8296ff3713f_1080_1080.jpg.webp,2019000.0,-1.0,N/A
ASUS ROG PHONE 2 12GB/512GB GARANSI RESMI TAM INDONESIA - UNIT ONLY 8GB 128GB,Dapatkan Cashback HINGGA 350rb Untuk Setiap Pembelian di Toko *BintaroCellular*,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/11/25/091b7a13-4a3e-4472-b098-5ea7860372ba.jpg.webp,4950000.0,-1.0,N/A
APPLE IPHONE 12 MINI 64GB GRS RESMI IBOX INDONESIA,APPLE IPHONE 12 MINI 64GB GRS RESMI IBOX INDONESIA,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/7/13/c5501a7b-dc50-4869-8252-873e243aedc5.jpg.webp,9999000.0,-1.0,N/A
xiaomi redmi note 10 pro 8/128 - blue,xiaomi redmi note 10 pro 8/128 bnib,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/7/22/25422eeb-c281-467f-ad16-950480bcf61e.jpg.webp,3490000.0,-1.0,N/A
Samsung Galaxy S9 SEIN Fullset Mulus Likenew,SALE !!!,https://images.tokopedia.net/img/cache/500-square/product-1/2018/8/31/563736/563736_718418d9-8087-4bbb-bc1f-badff74ae409_1560_1560.jpg.webp,3150000.0,-1.0,N/A
