product_name,description,image_link,price,rating,store_name
Nokia NEW 5310 (2020) GARANSI RESMI NOKIA INDONESIA - Hitam,Network Technology ,https://images.tokopedia.net/img/cache/500-square/product-1/2020/6/5/23923342/23923342_05a8876d-1c24-4b69-959b-de3aaa7f2290_446_446.webp,689000.0,-1.0,N/A
SHARP AQUOS SMARTPHONE SENSE 4 PLUS 8/128 - Hitam,SHARP SENSE 4 PLUS ,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/8/27/c1c1c7eb-3e6f-4b80-a70d-191250a5629c.jpg.webp,2749000.0,-1.0,N/A
APPLE IPHONE XR FULSET - BLACK 64GB NON FULSET,iPhone XR Second Ex-international,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2020/12/3/0286f983-ee80-474c-85b2-b8d4a4550c91.jpg.webp,3810000.0,-1.0,N/A
IPhone X 64 GB - FULLSET - COD Surabaya - Mulus,Alamat Toko bisa COD :,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/6/5/82c4f345-b994-4be9-b5b6-955a52857e56.jpg.webp,3830000.0,-1.0,N/A
XIAOMI REDMI NOTE 10S NFC - 6GB 64GB 6/64 Helio G95 - GARANSI RESMI - Onyx Gray,XIAOMI REDMI NOTE 10S NFC 6/64GB,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/5/19/d1751515-c1ce-44cf-a10c-006ff4410cb7.jpg.webp,2449900.0,-1.0,N/A
REDMI Note 9 PRO RAM 8/128 GB Resmi Murah - 6/64 GB,XIAOMI REDMI NOTE SERIES ,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2020/8/28/2aff5102-21cc-4952-a95c-bbe5d3e8e528.jpg.webp,2699000.0,-1.0,N/A
Iphone XS 256gb Bekas Fullset - SILVER,Jaringan Bisa All Operator Indonesia,https://images.tokopedia.net/img/cache/500-square/attachment/2019/3/9/155211743334151/155211743334151_8ca33181-f9f5-42ef-ae4d-fa1d1bc4b555.png.webp,4800000.0,-1.0,N/A
IPHONE 7PLUS 128 GB GARANSI PLATINUM 1 TAHUN - Red 1Bulan,Selamat datang di CoCo Apple Store,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/2/22/e8862784-4baf-4200-9320-629fb0be35e3.jpg.webp,3188000.0,-1.0,N/A
OPPO RENO 5F 8/128 SECOND FULLSET LIKENEW - GRADE A,SELAMAT DATANG DI TOKO,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/7/9/38345dcc-a808-4240-853b-4dfb0d74a17c.jpg.webp,2750000.0,-1.0,N/A
Andromax A 4G 1/8 - Putih,Kelengkapan hp aja normal tinggal pakai Warna Gold Dan harga khusus 200rb minusnya lcd bercak Black White Bisa request room oppo dan unlok gsm kalo mau di tulis di keterangan,https://images.tokopedia.net/img/cache/500-square/attachment/2019/10/29/157233419232535/157233419232535_81c47144-7871-42ab-b807-533326521555.png.webp,250000.0,-1.0,N/A
IPhone 12 Pro Garansi Resmi Ibox - Silver 512 GB,Garansi Resmi Apple Indonesia,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/11/2/36af7094-eb70-4be9-a55a-6b656ff1e5b2.png.webp,1.9999E7,-1.0,N/A
iphone 4 second,iphone 4 second,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/1/3/e40c913b-3ea6-48c1-bb12-b231f660de29.jpg.webp,880000.0,-1.0,N/A
SAMSUNG GALAXY A02 3/32 - Abu-abu,Bismillah,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/8/5/31ef0d9c-89d4-41c2-9e4f-546b8e274efc.jpg.webp,1399000.0,-1.0,N/A
SONY XPERIA XZ3 4GB-64GB BEKAS ORIGNAL MULUS - 95%MINUS CAMERA Putih,SONY XPERIA XZ3 4-64GB FULLSET UNIT SOFTBANKAUDOCOMOBEKAS ORIGNAL,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/7/7/f3f04d58-c026-4b8b-b29f-2e75b505f354.jpg.webp,1100000.0,-1.0,N/A
REALME 3 PRO RAM 4/64 GB GARANSI RESMI REALME INDONESIA - Demo 99% + Dus,REALME 3 PRO ,https://images.tokopedia.net/img/cache/500-square/product-1/2019/9/7/1478616/1478616_bbaad9d4-0ec4-41f5-9c00-70c1e09a341b_1024_1024.jpg.webp,1899000.0,-1.0,N/A
VIVO Y30i RAM 4/64 GB GARANSI RESMI VIVO INDONESIA - Demo Tanpa Dus,NEW ARIVAL VIVO Y30i RAM 4 GB + ROOM 64 GB,https://images.tokopedia.net/img/cache/500-square/product-1/2020/7/14/1873640/1873640_11ac3a6a-dad4-4841-b279-02571e7d7619_1080_1080.jpg.webp,1519000.0,-1.0,N/A
Samsung A02 Ram 3/32 GB Segel Garansi Resmi Sein - Random,stok melimpah ,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/9/29/d85f3955-c7dc-4f35-a215-7549a57dab7d.jpg.webp,1387000.0,-1.0,N/A
